english,coptic,dialect,source,quality
"who will also confirm you until the end, blameless in the day of our Lord Jesus Christ.",ⲡⲁⲓ ⲉⲧⲛⲁⲧⲁϫⲣⲉⲧⲏⲩⲧⲛ ⲉⲧⲉⲧⲛϫⲏⲕ ⲉⲃⲟⲗ ⲉⲙⲛⲛⲟⲃⲉ ϫⲓ ⲉϩⲟⲩⲛ ⲉⲣⲱⲧⲛ ϣⲁⲡⲉϩⲟⲟⲩ ⲙⲡⲉⲛϫⲟⲉⲓⲥ ⲓⲏⲥⲟⲩⲥ ⲡⲉⲭⲣⲓⲥⲧⲟⲥ .,sahidic,UD_Coptic-Scriptorium/dev.conllu#sahidica_1corinthians-1Cor_01_s0008 (CC BY 4.0),gold
"God is faithful, through whom you were called into the fellowship of his Son, Jesus Christ, our Lord.",ⲟⲩⲡⲓⲥⲧⲟⲥ ⲡⲉ ⲡⲛⲟⲩⲧⲉ ⲡⲁⲓ ⲉⲛⲧⲁϥⲧⲉϩⲙⲧⲏⲩⲧⲛ ⲉⲃⲟⲗ ϩⲓⲧⲟⲟⲧϥ ⲉⲧⲕⲟⲓⲛⲱⲛⲓⲁ ⲙⲡⲉϥϣⲏⲣⲉ ⲓⲏⲥⲟⲩⲥ ⲡⲉⲭⲣⲓⲥⲧⲟⲥ ⲡⲉⲛϫⲟⲉⲓⲥ .,sahidic,UD_Coptic-Scriptorium/dev.conllu#sahidica_1corinthians-1Cor_01_s0009 (CC BY 4.0),gold
"Now I beg you, brothers, through the name of our Lord, Jesus Christ, that you all speak the same thing and that there be no divisions among you, but that you be perfected together in the same mind and in the same judgment.",ⲧⲛⲡⲁⲣⲁⲕⲁⲗⲉⲓ ⲇⲉ ⲙⲙⲱⲧⲛ ⲛⲉⲥⲛⲏⲩ ϩⲓⲧⲙⲡⲣⲁⲛ ⲙⲡⲉⲛϫⲟⲉⲓⲥ ⲓⲏⲥⲟⲩⲥ ⲡⲉⲭⲣⲓⲥⲧⲟⲥ ϫⲉⲕⲁⲁⲥ ⲉⲧⲉⲧⲛⲉϫⲱ ⲙⲡⲓϣⲁϫⲉ ⲛⲟⲩⲱⲧ ⲧⲏⲣⲧⲛ . ⲛⲧⲉⲧⲙⲡⲱⲣϫ ϣⲱⲡⲉ ⲛϩⲏⲧⲧⲏⲩⲧⲛ . ⲛⲧⲉⲧⲛϣⲱⲡⲉ ⲇⲉ ⲉⲧⲉⲧⲛⲥⲃⲧⲱⲧ ϩⲙⲡⲓϩⲏⲧ ⲛⲟⲩⲱⲧ ⲙⲛϯⲅⲛⲱⲙⲏ ⲛⲟⲩⲱⲧ .,sahidic,UD_Coptic-Scriptorium/dev.conllu#sahidica_1corinthians-1Cor_01_s0010 (CC BY 4.0),gold
"For it has been reported to me concerning you, my brothers, by those who are from Chloe's household, that there are contentions among you.",ⲁⲩⲧⲁⲙⲟⲓ ⲅⲁⲣ ⲉⲧⲃⲉⲧⲏⲩⲧⲛ ⲛⲁⲥⲛⲏⲩ ⲉⲃⲟⲗ ϩⲓⲧⲟⲟⲧⲟⲩ ⲛⲛⲁⲭⲗⲟⲏ ϫⲉⲟⲩⲛϩⲉⲛϯⲧⲱⲛ ⲛϩⲏⲧⲧⲏⲩⲧⲛ .,sahidic,UD_Coptic-Scriptorium/dev.conllu#sahidica_1corinthians-1Cor_01_s0011 (CC BY 4.0),gold
"Now I mean this, that each one of you says, 'I follow Paul,' 'I follow Apollos,' 'I follow Cephas,' and, 'I follow Christ.'",ϯϫⲱ ⲇⲉ ⲙⲡⲁⲓ ϫⲉⲡⲟⲩⲁ ⲡⲟⲩⲁ ⲙⲙⲱⲧⲛ ϫⲱ ⲙⲙⲟⲥ ϫⲉⲁⲛⲟⲕ ⲙⲉⲛ ⲁⲛⲅⲡⲁⲡⲁⲩⲗⲟⲥ ⲁⲛⲟⲕ ⲇⲉ ⲁⲛⲅⲡⲁⲁⲡⲟⲗⲗⲱ ⲁⲛⲟⲕ ⲇⲉ ⲁⲛⲅⲡⲁⲕⲏⲫⲁⲥ ⲁⲛⲟⲕ ⲇⲉ ⲁⲛⲅⲡⲁⲡⲉⲭⲣⲓⲥⲧⲟⲥ .,sahidic,UD_Coptic-Scriptorium/dev.conllu#sahidica_1corinthians-1Cor_01_s0012 (CC BY 4.0),gold
Is Christ divided? Was Paul crucified for you? Or were you baptized into the name of Paul?,ⲙⲏ ⲛⲧⲁⲩⲡⲱϣ ⲙⲡⲉⲭⲣⲓⲥⲧⲟⲥ . ⲙⲏ ⲛⲧⲁⲩⲥⲧⲁⲩⲣⲟⲩ ⲙⲡⲁⲩⲗⲟⲥ ϩⲁⲣⲱⲧⲛ . ⲏ ⲛⲧⲁⲧⲉⲧⲛϫⲓⲃⲁⲡⲧⲓⲥⲙⲁ ⲉⲡⲣⲁⲛ ⲙⲡⲁⲩⲗⲟⲥ .,sahidic,UD_Coptic-Scriptorium/dev.conllu#sahidica_1corinthians-1Cor_01_s0013 (CC BY 4.0),gold
"I thank God that I baptized none of you, except Crispus and Gaius,",ϯϣⲡϩⲙⲟⲧ ϫⲉⲙⲡⲓⲃⲁⲡⲧⲓⲍⲉ ⲛⲗⲁⲁⲩ ⲙⲙⲱⲧⲛ ⲛⲥⲁⲕⲣⲓⲥⲡⲟⲥ ⲙⲛⲅⲁⲓⲟⲥ .,sahidic,UD_Coptic-Scriptorium/dev.conllu#sahidica_1corinthians-1Cor_01_s0014 (CC BY 4.0),gold
so that no one should say that I had baptized you into my own name.,ϫⲉⲕⲁⲁⲥ ⲛⲛⲉⲟⲩⲁ ϫⲟⲟⲥ ϫⲉⲛⲧⲁⲧⲉⲧⲛⲃⲁⲡⲧⲓⲍⲉ ⲉⲡⲁⲣⲁⲛ .,sahidic,UD_Coptic-Scriptorium/dev.conllu#sahidica_1corinthians-1Cor_01_s0015 (CC BY 4.0),gold
"(I also baptized the household of Stephanas; besides them, I don't know whether I baptized any other.)",ⲁⲓⲃⲁⲡⲧⲓⲍⲉ ⲇⲉ ⲙⲡⲕⲉⲏⲓ ⲛⲥⲧⲉⲫⲁⲛⲁ ⲙⲛⲛⲥⲱⲥ ϭⲉ ⲛϯⲥⲟⲟⲩⲛ ⲁⲛ ϫⲉ ⲁⲓⲃⲁⲡⲧⲓⲍⲉ ⲛϭⲉ .,sahidic,UD_Coptic-Scriptorium/dev.conllu#sahidica_1corinthians-1Cor_01_s0016 (CC BY 4.0),gold
"For Christ sent me not to baptize, but to preach the Good News--not in wisdom of words, so that the cross of Christ wouldn't be made void.",ⲛⲧⲁⲡⲉⲭⲣⲓⲥⲧⲟⲥ ⲅⲁⲣ ⲧⲛⲛⲟⲟⲩⲧ ⲁⲛ ⲉⲃⲁⲡⲧⲓⲍⲉ ⲁⲗⲗⲁ ⲉⲉⲩⲁⲅⲅⲉⲗⲓⲍⲉ ϩⲛⲟⲩⲥⲟⲫⲓⲁ ⲁⲛ ⲛϣⲁϫⲉ ϫⲉⲕⲁⲁⲥ ⲛⲛⲉϥϣⲱⲡⲉ ⲉϥϣⲟⲩⲉⲓⲧ ⲛϭⲓⲡⲉⲥⲧⲁⲩⲣⲟⲥ ⲙⲡⲉⲭⲣⲓⲥⲧⲟⲥ .,sahidic,UD_Coptic-Scriptorium/dev.conllu#sahidica_1corinthians-1Cor_01_s0017 (CC BY 4.0),gold
"For the word of the cross is foolishness to those who are dying, but to us who are saved it is the power of God.",ⲡϣⲁϫⲉ ⲅⲁⲣ ⲙⲡⲉⲥⲧⲁⲩⲣⲟⲥ ⲟⲩⲙⲛⲧⲥⲟϭ ⲙⲉⲛ ⲡⲉ ⲛⲛⲉⲧⲛⲁϩⲉ ⲉⲃⲟⲗ . ⲛⲁⲛ ⲇⲉ ⲛⲉⲧⲛⲁⲟⲩϫⲁⲓ . ⲟⲩϭⲟⲙ ⲛⲧⲉⲡⲛⲟⲩⲧⲉ ⲡⲉ .,sahidic,UD_Coptic-Scriptorium/dev.conllu#sahidica_1corinthians-1Cor_01_s0018 (CC BY 4.0),gold
"For it is written, 'I will destroy the wisdom of the wise, I will bring the discernment of the discerning to nothing.'",ϥⲥⲏϩ ⲅⲁⲣ ϫⲉϯⲛⲁⲧⲁⲕⲟ ⲛⲧⲥⲟⲫⲓⲁ ⲛⲛⲥⲟⲫⲟⲥ . ⲧⲁⲁⲑⲉⲧⲉⲓ ⲛⲧⲙⲛⲧⲥⲁⲃⲉ ⲛⲛⲥⲁⲃⲉⲉⲩ .,sahidic,UD_Coptic-Scriptorium/dev.conllu#sahidica_1corinthians-1Cor_01_s0019 (CC BY 4.0),gold
Where is the wise? Where is the scribe? Where is the lawyer of this world? Hasn't God made foolish the wisdom of this world?,ⲉϥⲧⲱⲛ ⲥⲟⲫⲟⲥ ⲉϥⲧⲱⲛ ⲅⲣⲁⲙⲙⲁⲧⲉⲩⲥ ⲉϥⲧⲱⲛ ⲥⲩⲛⲍⲏⲧⲏⲧⲏⲥ ⲛⲧⲉⲡⲉⲓⲁⲓⲱⲛ ⲙⲏ ⲙⲡⲉⲡⲛⲟⲩⲧⲉ ⲉⲓⲣⲉ ⲛⲧⲥⲟⲫⲓⲁ ⲙⲡⲕⲟⲥⲙⲟⲥ ⲛⲥⲟϭ .,sahidic,UD_Coptic-Scriptorium/dev.conllu#sahidica_1corinthians-1Cor_01_s0020 (CC BY 4.0),gold
"For seeing that in the wisdom of God, the world through its wisdom didn't know God, it was God's good pleasure through the foolishness of the preaching to save those who believe.",ⲉⲡⲉⲓⲇⲏ ⲅⲁⲣ ϩⲛⲧⲥⲟⲫⲓⲁ ⲙⲡⲛⲟⲩⲧⲉ ⲙⲡⲉⲡⲕⲟⲥⲙⲟⲥ ⲥⲟⲩⲛ ⲡⲛⲟⲩⲧⲉ ϩⲓⲧⲛⲧⲥⲟⲫⲓⲁ . ⲁϥⲣϩⲛⲁϥ ⲇⲉ ⲛϭⲓⲡⲛⲟⲩⲧⲉ ⲉⲧⲟⲩϫⲉⲛⲉⲧⲡⲓⲥⲧⲉⲩⲉ ϩⲓⲧⲛⲧⲙⲛⲧⲥⲟϭ ⲙⲡⲧⲁϣⲉⲟⲉⲓϣ .,sahidic,UD_Coptic-Scriptorium/dev.conllu#sahidica_1corinthians-1Cor_01_s0021 (CC BY 4.0),gold
"For Jews ask for signs, Greeks seek after wisdom,",ⲉⲡⲉⲓⲇⲏ ⲛⲓⲟⲩⲇⲁⲓ ϩⲉⲛⲙⲁⲉⲓⲛ ⲛⲉⲧⲟⲩⲁⲓⲧⲉⲓ ⲙⲙⲟⲟⲩ . ⲛϩⲉⲗⲗⲏⲛ ⲇⲉ ⲉⲩϣⲓⲛⲉ ⲛⲥⲁⲟⲩⲥⲟⲫⲓⲁ .,sahidic,UD_Coptic-Scriptorium/dev.conllu#sahidica_1corinthians-1Cor_01_s0022 (CC BY 4.0),gold
"but we preach Christ crucified; a stumbling block to Jews, and foolishness to Greeks,",ⲁⲛⲟⲛ ⲇⲉ ⲉⲛⲧⲁϣⲉⲟⲉⲓϣ ⲙⲡⲉⲭⲣⲓⲥⲧⲟⲥ ⲉⲁⲩⲥⲧⲁⲩⲣⲟⲩ ⲙⲙⲟϥ . ⲛⲓⲟⲩⲇⲁⲓ ⲙⲉⲛ ⲟⲩⲥⲕⲁⲛⲇⲁⲗⲟⲛ ⲛⲁⲩ ⲡⲉ . ⲟⲩⲙⲛⲧⲥⲟϭ ⲇⲉ ⲡⲉ ⲛⲛϩⲉⲑⲛⲟⲥ .,sahidic,UD_Coptic-Scriptorium/dev.conllu#sahidica_1corinthians-1Cor_01_s0023 (CC BY 4.0),gold
"but to those who are called, both Jews and Greeks, Christ is the power of God and the wisdom of God.",ⲛⲓⲟⲩⲇⲁⲓ ⲇⲉ ⲉⲧⲧⲁϩⲙ ⲙⲛⲛϩⲉⲗⲗⲏⲛ ⲡⲉⲭⲣⲓⲥⲧⲟⲥ ⲟⲩϭⲟⲙ ⲛⲁⲩ ⲛⲧⲉⲡⲛⲟⲩⲧⲉ ⲡⲉ . ⲁⲩⲱ ⲥⲟⲫⲓⲁ ⲛⲧⲉⲡⲛⲟⲩⲧⲉ ⲡⲉ .,sahidic,UD_Coptic-Scriptorium/dev.conllu#sahidica_1corinthians-1Cor_01_s0024 (CC BY 4.0),gold
"Because the foolishness of God is wiser than men, and the weakness of God is stronger than men.",ϫⲉⲧⲙⲛⲧⲥⲟϭ ⲛⲧⲉⲡⲛⲟⲩⲧⲉ ⲟⲩⲙⲛⲧⲥⲁⲃⲉ ⲧⲉ ⲛϩⲟⲩⲟ ⲉⲛⲣⲱⲙⲉ . ⲁⲩⲱ ⲧⲙⲛⲧϭⲱⲃ ⲛⲧⲉⲡⲛⲟⲩⲧⲉ ⲥϫⲟⲟⲣ ⲛϩⲟⲩⲟ ⲉⲛⲣⲱⲙⲉ .,sahidic,UD_Coptic-Scriptorium/dev.conllu#sahidica_1corinthians-1Cor_01_s0025 (CC BY 4.0),gold
"For you see your calling, brothers, that not many are wise according to the flesh, not many mighty, and not many noble;",ⲧⲉⲧⲛϭⲱϣⲧ ⲅⲁⲣ ⲉⲡⲉⲧⲛⲧⲱϩⲙ ⲛⲁⲥⲛⲏⲩ ϫⲉⲙⲛϩⲁϩ ⲛⲥⲟⲫⲟⲥ ⲛϩⲏⲧϥ ⲕⲁⲧⲁⲥⲁⲣⲝ . ⲙⲛϩⲁϩ ⲛⲇⲩⲛⲁⲧⲟⲥ . ⲙⲛϩⲁϩ ⲛⲉⲩⲅⲉⲛⲏⲥ .,sahidic,UD_Coptic-Scriptorium/dev.conllu#sahidica_1corinthians-1Cor_01_s0026 (CC BY 4.0),gold
"but God chose the foolish things of the world that he might put to shame those who are wise. God chose the weak things of the world, that he might put to shame the things that are strong;",ⲁⲗⲗⲁ ⲛⲥⲟϭ ⲛⲧⲉⲡⲕⲟⲥⲙⲟⲥ ⲛⲉⲛⲧⲁⲡⲛⲟⲩⲧⲉ ⲥⲟⲧⲡⲟⲩ ϫⲉⲕⲁⲁⲥ ⲉϥⲉϯϣⲓⲡⲉ ⲛⲛⲥⲁⲃⲉⲉⲩ . ⲁⲩⲱ ⲛϭⲱⲃ ⲛⲧⲉⲡⲕⲟⲥⲙⲟⲥ ⲛⲉⲛⲧⲁⲡⲛⲟⲩⲧⲉ ⲥⲟⲧⲡⲟⲩ . ϫⲉⲕⲁⲁⲥ ⲉϥⲉϯϣⲓⲡⲉ ⲛⲛϫⲱⲱⲣⲉ .,sahidic,UD_Coptic-Scriptorium/dev.conllu#sahidica_1corinthians-1Cor_01_s0027 (CC BY 4.0),gold
"and God chose the lowly things of the world, and the things that are despised, and the things that are not, that he might bring to nothing the things that are:",ⲁⲩⲱ ⲛϩⲏⲕⲉ ⲛⲧⲉⲡⲕⲟⲥⲙⲟⲥ ⲙⲛⲛⲉⲧⲥⲟϣϥ ⲛⲉⲛⲧⲁⲡⲛⲟⲩⲧⲉ ⲥⲟⲧⲡⲟⲩ . ⲛⲉⲧⲉⲛⲥⲉϣⲟⲟⲡ ⲁⲛ . ϫⲉⲕⲁⲁⲥ ⲉϥⲉⲕⲁⲧⲁⲣⲅⲉⲓ ⲛⲛⲉⲧϣⲟⲟⲡ .,sahidic,UD_Coptic-Scriptorium/dev.conllu#sahidica_1corinthians-1Cor_01_s0028 (CC BY 4.0),gold
that no flesh should boast before God.,ϫⲉⲛⲛⲉⲗⲁⲁⲩ ⲛⲥⲁⲣⲝ ϣⲟⲩϣⲟⲩ ⲙⲙⲟϥ ⲙⲡⲉⲙⲧⲟ ⲉⲃⲟⲗ ⲙⲡⲛⲟⲩⲧⲉ .,sahidic,UD_Coptic-Scriptorium/dev.conllu#sahidica_1corinthians-1Cor_01_s0029 (CC BY 4.0),gold
"But of him, you are in Christ Jesus, who was made to us wisdom from God, and righteousness and sanctification, and redemption:",ⲛⲧⲱⲧⲛ ⲇⲉ ⲛⲧⲉⲧⲛ ϩⲉⲛⲉⲃⲟⲗ ⲛϩⲏⲧϥ ϩⲙⲡⲉⲭⲣⲓⲥⲧⲟⲥ ⲓⲏⲥⲟⲩⲥ ⲡⲁⲓ ⲉⲛⲧⲁϥϣⲱⲡⲉ ⲛⲁⲛ ⲛⲥⲟⲫⲓⲁ ⲉⲃⲟⲗ ϩⲓⲧⲙⲡⲛⲟⲩⲧⲉ ⲛⲇⲓⲕⲁⲓⲟⲥⲩⲛⲏ ⲁⲩⲱ ⲛⲧⲃⲃⲟ ⲁⲩⲱ ⲛⲥⲱⲧⲉ .,sahidic,UD_Coptic-Scriptorium/dev.conllu#sahidica_1corinthians-1Cor_01_s0030 (CC BY 4.0),gold
"that, according as it is written, 'He who boasts, let him boast in the Lord.'",ϫⲉⲕⲁⲁⲥ ⲕⲁⲧⲁⲧϩⲉ ⲉⲧⲥⲏϩ ϫⲉⲡⲉⲧϣⲟⲩϣⲟⲩ ⲙⲙⲟϥ ⲙⲁⲣⲉϥϣⲟⲩϣⲟⲩ ⲙⲙⲟϥ ϩⲙⲡϫⲟⲉⲓⲥ .,sahidic,UD_Coptic-Scriptorium/dev.conllu#sahidica_1corinthians-1Cor_01_s0031 (CC BY 4.0),gold
"When I came to you, brothers, I didn't come with excellence of speech or of wisdom, proclaiming to you the testimony of God.",ⲁⲛⲟⲕ ⲇⲉ ϩⲱ ⲛⲧⲉⲣⲓⲉⲓ ϣⲁⲣⲱⲧⲛ ⲛⲁⲥⲛⲏⲩ ⲛⲧⲁⲓⲉⲓ ϩⲛⲟⲩϫⲓⲥⲉ ⲁⲛ ⲛϣⲁϫⲉ ⲏ ⲛⲥⲟⲫⲓⲁ ⲉⲓϫⲱ ⲉⲣⲱⲧⲛ ⲛⲧⲙⲛⲧⲙⲛⲧⲣⲉ ⲙⲡⲛⲟⲩⲧⲉ .,sahidic,UD_Coptic-Scriptorium/dev.conllu#sahidica_1corinthians-1Cor_02_s0001 (CC BY 4.0),gold
"For I determined not to know anything among you, except Jesus Christ, and him crucified.",ⲙⲡⲓⲙⲉⲉⲩⲉ ⲅⲁⲣ ϫⲉϯⲥⲟⲟⲩⲛ ⲛⲗⲁⲁⲩ ⲛϩⲏⲧⲧⲏⲩⲧⲛ ⲛⲥⲁⲓⲏⲥⲟⲩⲥ ⲡⲉⲭⲣⲓⲥⲧⲟⲥ ⲁⲩⲱ ⲡⲁⲓ ⲉⲁⲩⲥⲧⲁⲩⲣⲟⲩ ⲙⲙⲟϥ .,sahidic,UD_Coptic-Scriptorium/dev.conllu#sahidica_1corinthians-1Cor_02_s0002 (CC BY 4.0),gold
"I was with you in weakness, in fear, and in much trembling.",ⲁⲛⲟⲕ ϩⲱ ⲛⲧⲁⲓⲉⲓ ϣⲁⲣⲱⲧⲛ ϩⲛⲟⲩⲙⲛⲧϭⲱⲃ . ⲙⲛⲟⲩϩⲟⲧⲉ . ⲙⲛⲟⲩⲥⲧⲱⲧ ⲉⲛⲁϣⲱϥ .,sahidic,UD_Coptic-Scriptorium/dev.conllu#sahidica_1corinthians-1Cor_02_s0003 (CC BY 4.0),gold
"My speech and my preaching were not in persuasive words of human wisdom, but in demonstration of the Spirit and of power,",ⲁⲩⲱ ⲡⲁϣⲁϫⲉ ⲙⲛⲡⲁⲧⲁϣⲉⲟⲉⲓϣ ⲛⲧⲁϥϣⲱⲡⲉ ⲁⲛ ϩⲛⲟⲩⲡⲉⲓⲑⲉ ⲛⲥⲟⲫⲓⲁ ⲛϣⲁϫⲉ . ⲁⲗⲗⲁ ϩⲛⲟⲩⲟⲩⲱⲛϩ ⲉⲃⲟⲗ ⲙⲡⲛⲉⲩⲙⲁ ϩⲓϭⲟⲙ .,sahidic,UD_Coptic-Scriptorium/dev.conllu#sahidica_1corinthians-1Cor_02_s0004 (CC BY 4.0),gold
"that your faith wouldn't stand in the wisdom of men, but in the power of God.",ϫⲉⲕⲁⲁⲥ ⲛⲛⲉⲛⲉⲧⲛⲡⲓⲥⲧⲓⲥ ϣⲱⲡⲉ ϩⲛⲟⲩⲡⲉⲓⲑⲉ ⲛⲥⲟⲫⲓⲁ ⲛⲣⲱⲙⲉ ⲁⲗⲗⲁ ϩⲛⲟⲩϭⲟⲙ ⲛⲧⲉⲡⲛⲟⲩⲧⲉ .,sahidic,UD_Coptic-Scriptorium/dev.conllu#sahidica_1corinthians-1Cor_02_s0005 (CC BY 4.0),gold
"We speak wisdom, however, among those who are full grown; yet a wisdom not of this world, nor of the rulers of this world, who are coming to nothing.",ⲉⲛϣⲁϫⲉ ⲇⲉ ⲛⲟⲩⲥⲟⲫⲓⲁ ϩⲛⲛⲧⲉⲗⲉⲓⲟⲥ ⲟⲩⲥⲟⲫⲓⲁ ⲇⲉ ⲉⲛⲧⲁⲡⲉⲓⲁⲓⲱⲛ ⲁⲛ ⲧⲉ ⲟⲩⲇⲉ ⲛⲧⲁⲛⲁⲣⲭⲱⲛ ⲁⲛ ⲧⲉ ⲙⲡⲉⲓⲁⲓⲱⲛ ⲛⲁⲓ ⲉⲧⲛⲁⲟⲩⲱⲥϥ .,sahidic,UD_Coptic-Scriptorium/dev.conllu#sahidica_1corinthians-1Cor_02_s0006 (CC BY 4.0),gold
"But we speak God's wisdom in a mystery, the wisdom that has been hidden, which God foreordained before the worlds for our glory,",ⲁⲗⲗⲁ ⲉⲛϣⲁϫⲉ ⲛⲟⲩⲥⲟⲫⲓⲁ ⲛⲧⲉⲡⲛⲟⲩⲧⲉ ϩⲛⲟⲩⲙⲩⲥⲧⲏⲣⲓⲟⲛ . ⲧⲁⲓ ⲉⲧϩⲏⲡ ⲧⲉⲛⲧⲁⲡⲛⲟⲩⲧⲉ ⲡⲟⲣϫⲥ ⲉⲃⲟⲗ ϩⲁⲧϩⲏ ⲛⲛⲁⲓⲱⲛ ⲉⲡⲉⲛⲉⲟⲟⲩ .,sahidic,UD_Coptic-Scriptorium/dev.conllu#sahidica_1corinthians-1Cor_02_s0007 (CC BY 4.0),gold
"which none of the rulers of this world has known. For had they known it, they wouldn't have crucified the Lord of glory.",ⲧⲁⲓ ⲉⲧⲉⲙⲡⲉⲗⲁⲁⲩ ⲛⲁⲣⲭⲱⲛ ⲛⲧⲉⲡⲉⲓⲁⲓⲱⲛ ⲥⲟⲩⲱⲛⲥ . ⲉⲛⲉⲛⲧⲁⲩⲥⲟⲩⲱⲛⲥ ⲅⲁⲣ ⲛⲉⲩⲛⲁⲥⲧⲁⲩⲣⲟⲩ ⲁⲛ ⲡⲉ ⲙⲡϫⲟⲉⲓⲥ ⲙⲡⲉⲟⲟⲩ .,sahidic,UD_Coptic-Scriptorium/dev.conllu#sahidica_1corinthians-1Cor_02_s0008 (CC BY 4.0),gold
"But as it is written, 'Things which an eye didn't see, and an ear didn't hear, which didn't enter into the heart of man, these God has prepared for those who love him.'",ⲁⲗⲗⲁ ⲕⲁⲧⲁⲧϩⲉ ⲉⲧⲥⲏϩ ϫⲉⲛⲉⲧⲉⲙⲡⲉⲃⲁⲗ ⲛⲁⲩ ⲉⲣⲟⲟⲩ . ⲛⲉⲧⲉⲙⲡⲉⲙⲁⲁϫⲉ ⲥⲟⲧⲙⲟⲩ . ⲛⲉⲧⲉⲙⲡⲟⲩⲁⲗⲉ ⲉϩⲣⲁⲓ ⲉϫⲙⲡϩⲏⲧ ⲛⲣⲱⲙⲉ ⲛⲁⲓ ⲉⲛⲧⲁⲡⲛⲟⲩⲧⲉ ⲥⲃⲧⲱⲧⲟⲩ ⲛⲛⲉⲧⲙⲉ ⲙⲙⲟϥ .,sahidic,UD_Coptic-Scriptorium/dev.conllu#sahidica_1corinthians-1Cor_02_s0009 (CC BY 4.0),gold
"But to us, God revealed them through the Spirit. For the Spirit searches all things, yes, the deep things of God.",ⲁⲡⲛⲟⲩⲧⲉ ⲅⲁⲣ ϭⲟⲗⲡⲟⲩ ⲛⲁⲛ ⲉⲃⲟⲗ ϩⲓⲧⲙⲡⲉⲡⲛⲉⲩⲙⲁ . ⲡⲉⲡⲛⲉⲩⲙⲁ ⲅⲁⲣ ϩⲟⲧϩⲧ ⲛⲛⲕⲁ ⲛⲓⲙ ⲁⲩⲱ ⲛⲉⲧϩⲏⲡ ⲛⲧⲉⲡⲛⲟⲩⲧⲉ .,sahidic,UD_Coptic-Scriptorium/dev.conllu#sahidica_1corinthians-1Cor_02_s0010 (CC BY 4.0),gold
"For who among men knows the things of a man, except the spirit of the man, which is in him? Even so, no one knows the things of God, except God's Spirit.",ⲛⲓⲙ ⲅⲁⲣ ⲛⲣⲱⲙⲉ ⲡⲉⲧⲥⲟⲟⲩⲛ ⲛⲛⲁⲡⲣⲱⲙⲉ ⲉⲓⲙⲏⲧⲓ ⲡⲉⲡⲛⲉⲩⲙⲁ ⲙⲡⲣⲱⲙⲉ ⲉⲧⲛϩⲏⲧϥ . ⲧⲁⲓ ⲟⲛ ⲧⲉ ⲧϩⲉ ⲛⲛⲁⲡⲛⲟⲩⲧⲉ ⲙⲡⲉⲗⲁⲁⲩ ⲥⲟⲩⲱⲛⲟⲩ ⲛⲥⲁⲡⲉⲡⲛⲉⲩⲙⲁ ⲙⲡⲛⲟⲩⲧⲉ .,sahidic,UD_Coptic-Scriptorium/dev.conllu#sahidica_1corinthians-1Cor_02_s0011 (CC BY 4.0),gold
"But we received, not the spirit of the world, but the Spirit which is from God, that we might know the things that were freely given to us by God.",ⲁⲛⲟⲛ ⲇⲉ ⲛⲧⲁⲛϫⲓ ⲁⲛ ⲙⲡⲉⲡⲛⲉⲩⲙⲁ ⲙⲡⲉⲓⲕⲟⲥⲙⲟⲥ . ⲁⲗⲗⲁ ⲡⲉⲡⲛⲉⲩⲙⲁ ⲡⲉⲃⲟⲗ ⲙⲡⲛⲟⲩⲧⲉ . ϫⲉⲕⲁⲁⲥ ⲉⲛⲉⲉⲓⲙⲉ ⲉⲛⲉⲛⲧⲁⲡⲛⲟⲩⲧⲉ ⲭⲁⲣⲓⲍⲉ ⲙⲙⲟⲟⲩ ⲛⲁⲛ .,sahidic,UD_Coptic-Scriptorium/dev.conllu#sahidica_1corinthians-1Cor_02_s0012 (CC BY 4.0),gold
"Which things also we speak, not in words which man's wisdom teaches, but which the Holy Spirit teaches, comparing spiritual things with spiritual things.",ⲉⲧⲉⲛⲁⲓ ⲛⲉⲧⲛϣⲁϫⲉ ⲛϩⲏⲧⲟⲩ ϩⲛϩⲉⲛϣⲁϫⲉ ⲁⲛ ⲛϯⲥⲃⲱ ⲛⲥⲟⲫⲓⲁ ⲛⲣⲱⲙⲉ ⲁⲗⲗⲁ ϩⲛϩⲉⲛϯⲥⲃⲱ ⲙⲡⲛⲉⲩⲙⲁ ⲉⲛϣⲱⲛⲃ ⲛϩⲉⲛⲡⲛⲉⲩⲙⲁⲧⲓⲕⲟⲛ ⲉϩⲉⲛⲡⲛⲉⲩⲙⲁⲧⲓⲕⲟⲥ .,sahidic,UD_Coptic-Scriptorium/dev.conllu#sahidica_1corinthians-1Cor_02_s0013 (CC BY 4.0),gold
